Student Number;BES 220 (S2);BSS 310 (S1);CHM 171 (S1);CHM 172 (S2);CIL 111 (S1);CIL 121 (S2);EBN 111 (S1);EBN 122 (S2);EIR 221 (S2);FSK 116 (S1);FSK 176 (S2);IPI 410 (S1);JCP 203 (Y);JPO 110 (S1);JPO 112 (S1);JPO 113 (S1);JPO 116 (S1);JPO 120 (S2);JPO 125 (S2);JPO 126 (S2);MGC 110 (S1);MIA 320 (S2);MJJ 210 (S1);MOW 217 (S1);MPR 213 (S1);MSD 210 (S1);MTV 310 (S1);MTX 221 (S2);NMC 113 (S1);NMC 123 (S2);SNV 111 (S1);SNV 121 (S2);SWK 122 (S2);SWK 210 (S1);WTW 158 (S1);WTW 161 (S2);WTW 168 (S2);WTW 238 (S2);WTW 256 (S1);WTW 258 (S1);WTW 263 (S2);Target
11207290;54.0;55.0;51.0;NA;NA;83.0;NA;61.0;NA;NA;55.0;80.0;98.0;NA;NA;NA;NA;NA;NA;NA;69.0;67.0;NA;NA;NA;35.0;NA;NA;50.0;NA;67.0;63.0;39.0;NA;76.0;68.0;50.0;0.0;35.0;36.0;47.0;Active (BEng)
11207312;73.0;83.0;NA;71.0;NA;86.0;66.0;NA;68.0;76.0;NA;75.0;97.0;NA;NA;NA;NA;NA;NA;NA;72.0;79.0;85.0;79.0;87.0;75.0;84.0;82.0;NA;62.0;64.0;82.0;50.0;NA;77.0;83.0;59.0;76.0;56.0;75.0;71.0;Graduated_0
11207699;39.0;67.0;NA;50.0;NA;NA;NA;56.0;NA;28.0;62.0;84.0;98.0;74.0;NA;NA;51.0;67.0;NA;61.0;68.0;72.0;NA;NA;NA;52.0;NA;NA;50.0;NA;NA;NA;36.0;NA;31.0;50.0;34.0;50.0;50.0;50.0;50.0;Active (BEng)
11207877;50.0;62.0;62.0;NA;NA;NA;52.0;NA;0.0;NA;56.0;NA;72.0;55.0;50.0;55.0;59.0;60.0;50.0;69.0;52.0;72.0;NA;NA;56.0;47.0;NA;NA;32.0;NA;NA;NA;57.0;38.0;61.0;54.0;57.0;40.0;47.0;55.0;42.0;Graduated_3
11208008;66.0;NA;NA;44.0;NA;NA;55.0;NA;NA;55.0;NA;71.0;88.0;59.0;55.0;59.0;65.0;65.0;73.0;75.0;50.0;NA;NA;NA;60.0;NA;NA;NA;37.0;46.0;NA;NA;50.0;59.0;50.0;52.0;41.0;61.0;62.0;54.0;50.0;Graduated_3
11208539;50.0;NA;50.0;NA;NA;NA;59.0;NA;NA;NA;51.0;52.0;94.0;66.0;50.0;54.0;70.0;53.0;60.0;65.0;66.0;NA;NA;NA;57.0;NA;NA;NA;NA;50.0;NA;NA;53.0;50.0;55.0;58.0;54.0;35.0;75.0;50.0;61.0;Graduated_1
11209102;53.0;60.0;52.0;NA;NA;NA;34.0;42.0;50.0;NA;50.0;NA;75.0;72.0;50.0;62.0;71.0;61.0;46.0;65.0;57.0;75.0;NA;NA;55.0;NA;NA;NA;NA;NA;NA;NA;47.0;50.0;54.0;50.0;50.0;34.0;57.0;40.0;33.0;Active (BEng)
11209331;67.0;74.0;75.0;NA;NA;78.0;NA;77.0;NA;NA;77.0;70.0;96.0;NA;NA;NA;NA;NA;NA;NA;64.0;70.0;NA;NA;NA;80.0;NA;NA;63.0;NA;78.0;66.0;70.0;NA;81.0;80.0;66.0;76.0;71.0;67.0;81.0;Graduated_0
11209349;57.0;50.0;NA;44.0;NA;NA;50.0;NA;NA;36.0;50.0;50.0;97.0;51.0;52.0;72.0;53.0;65.0;50.0;55.0;60.0;68.0;NA;NA;NA;39.0;NA;NA;NA;0.0;NA;NA;40.0;NA;32.0;50.0;50.0;40.0;0.0;0.0;50.0;Graduated_3
11209489;57.0;69.0;NA;69.0;NA;NA;68.0;NA;64.0;54.0;NA;65.0;91.0;58.0;81.0;55.0;71.0;55.0;68.0;81.0;52.0;63.0;65.0;60.0;51.0;71.0;62.0;75.0;NA;52.0;NA;NA;80.0;NA;75.0;57.0;71.0;82.0;75.0;60.0;70.0;Graduated_1
11210215;54.0;60.0;50.0;NA;67.0;72.0;NA;52.0;50.0;50.0;NA;NA;87.0;NA;NA;NA;NA;NA;NA;NA;50.0;68.0;NA;NA;38.0;NA;NA;50.0;NA;NA;61.0;64.0;64.0;40.0;58.0;37.0;50.0;50.0;48.0;45.0;56.0;Graduated_3
11210712;56.0;65.0;64.0;NA;84.0;88.0;NA;58.0;50.0;64.0;NA;NA;89.0;NA;NA;NA;NA;NA;NA;NA;58.0;73.0;NA;NA;60.0;NA;NA;NA;NA;NA;84.0;67.0;NA;76.0;69.0;72.0;50.0;52.0;40.0;50.0;61.0;Graduated_2
11210878;50.0;NA;51.0;NA;NA;NA;55.0;NA;NA;NA;51.0;66.0;81.0;57.0;59.0;52.0;64.0;61.0;50.0;71.0;66.0;NA;NA;NA;56.0;NA;NA;NA;NA;50.0;NA;NA;42.0;50.0;41.0;50.0;53.0;55.0;50.0;50.0;44.0;Active (BEng)
11211271;50.0;NA;50.0;NA;NA;70.0;NA;62.0;NA;NA;59.0;62.0;80.0;NA;NA;NA;NA;NA;NA;NA;52.0;NA;NA;NA;51.0;NA;NA;NA;50.0;NA;50.0;66.0;50.0;50.0;55.0;54.0;57.0;51.0;50.0;50.0;54.0;Active (BEng)
11211319;40.0;61.0;NA;51.0;NA;NA;52.0;NA;50.0;53.0;NA;70.0;92.0;67.0;62.0;73.0;64.0;56.0;66.0;66.0;68.0;68.0;64.0;53.0;47.0;51.0;50.0;50.0;NA;46.0;NA;NA;50.0;NA;60.0;56.0;50.0;50.0;50.0;50.0;57.0;Graduated_1
11211769;40.0;56.0;18.0;38.0;NA;NA;50.0;NA;56.0;52.0;NA;NA;98.0;64.0;57.0;50.0;72.0;65.0;64.0;83.0;56.0;58.0;64.0;35.0;30.0;44.0;50.0;52.0;NA;43.0;NA;NA;50.0;NA;46.0;41.0;30.0;44.0;43.0;50.0;50.0;Active (BEng)
11212340;60.0;76.0;NA;58.0;NA;79.0;54.0;NA;62.0;72.0;NA;70.0;78.0;NA;NA;NA;NA;NA;NA;NA;50.0;63.0;74.0;60.0;65.0;69.0;71.0;68.0;NA;50.0;79.0;51.0;43.0;NA;70.0;73.0;59.0;78.0;60.0;67.0;64.0;Graduated_1
11212366;NA;57.0;NA;NA;NA;NA;69.0;NA;59.0;NA;60.0;67.0;93.0;63.0;72.0;NA;63.0;71.0;NA;62.0;NA;71.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58.0;57.0;52.0;68.0;67.0;31.0;50.0;Graduated_1
11212455;67.0;64.0;NA;51.0;NA;NA;73.0;NA;67.0;55.0;NA;59.0;96.0;60.0;75.0;64.0;72.0;67.0;68.0;79.0;69.0;74.0;75.0;63.0;54.0;58.0;63.0;55.0;NA;41.0;NA;NA;70.0;NA;67.0;64.0;66.0;63.0;71.0;56.0;58.0;Graduated_1
11212617;42.0;60.0;NA;55.0;70.0;70.0;73.0;NA;66.0;63.0;NA;56.0;72.0;NA;NA;NA;NA;NA;NA;NA;72.0;69.0;72.0;67.0;36.0;58.0;61.0;67.0;NA;50.0;NA;NA;53.0;NA;69.0;66.0;61.0;62.0;60.0;62.0;57.0;Graduated_0
11212765;NA;50.0;NA;NA;NA;NA;50.0;NA;59.0;NA;0.0;55.0;96.0;62.0;62.0;NA;72.0;69.0;NA;73.0;NA;67.0;NA;NA;NA;NA;NA;NA;55.0;NA;NA;NA;NA;NA;57.0;52.0;50.0;50.0;65.0;33.0;50.0;Graduated_3
11213303;50.0;61.0;NA;64.0;NA;NA;67.0;NA;NA;50.0;NA;57.0;96.0;50.0;72.0;61.0;57.0;59.0;80.0;76.0;52.0;64.0;NA;NA;50.0;57.0;50.0;57.0;50.0;33.0;NA;NA;58.0;34.0;51.0;71.0;61.0;57.0;52.0;62.0;52.0;Graduated_1
11213982;55.0;NA;46.0;NA;0.0;61.0;NA;65.0;NA;NA;71.0;50.0;89.0;NA;NA;NA;NA;NA;NA;NA;61.0;NA;NA;NA;0.0;NA;NA;NA;50.0;NA;NA;NA;51.0;55.0;71.0;71.0;71.0;60.0;66.0;55.0;67.0;Graduated_1
11215233;29.0;0.0;NA;56.0;NA;NA;50.0;NA;63.0;55.0;NA;75.0;98.0;62.0;62.0;66.0;67.0;67.0;57.0;75.0;64.0;68.0;NA;NA;NA;0.0;NA;NA;NA;0.0;NA;NA;50.0;NA;57.0;60.0;50.0;41.0;50.0;33.0;50.0;Graduated_3
11216396;59.0;59.0;39.0;59.0;NA;NA;50.0;NA;52.0;NA;50.0;65.0;98.0;50.0;67.0;51.0;54.0;63.0;58.0;70.0;45.0;61.0;NA;NA;50.0;50.0;50.0;NA;50.0;37.0;NA;NA;42.0;NA;50.0;63.0;50.0;42.0;65.0;42.0;42.0;Active (BEng)
11216647;59.0;82.0;65.0;NA;65.0;70.0;NA;60.0;0.0;NA;67.0;63.0;85.0;NA;NA;NA;NA;NA;NA;NA;38.0;70.0;NA;NA;62.0;50.0;48.0;NA;50.0;NA;61.0;58.0;NA;NA;62.0;72.0;61.0;50.0;58.0;47.0;66.0;Graduated_1
11217032;51.0;53.0;NA;62.0;62.0;78.0;63.0;NA;41.0;71.0;NA;50.0;82.0;NA;NA;NA;NA;NA;NA;NA;57.0;65.0;82.0;50.0;66.0;50.0;59.0;71.0;NA;50.0;63.0;52.0;NA;NA;65.0;78.0;67.0;62.0;57.0;64.0;65.0;Graduated_2
11217202;NA;NA;NA;38.0;NA;NA;NA;NA;NA;45.0;59.0;NA;NA;30.0;NA;NA;50.0;NA;NA;52.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40.0;NA;NA;NA;NA;NA;NA;Graduated (T)
11218003;92.0;NA;70.0;NA;NA;86.0;NA;88.0;NA;NA;85.0;68.0;97.0;NA;NA;NA;NA;NA;NA;NA;69.0;NA;NA;NA;88.0;NA;NA;NA;63.0;NA;84.0;73.0;77.0;83.0;80.0;85.0;76.0;83.0;70.0;80.0;89.0;Graduated_0
11218119;53.0;NA;50.0;NA;NA;NA;59.0;NA;NA;NA;50.0;67.0;76.0;74.0;67.0;53.0;70.0;73.0;75.0;72.0;64.0;NA;NA;NA;65.0;NA;NA;NA;NA;52.0;NA;NA;56.0;42.0;60.0;65.0;55.0;41.0;54.0;51.0;58.0;Graduated_2
11218381;0.0;61.0;NA;44.0;71.0;65.0;37.0;37.0;55.0;32.0;NA;56.0;80.0;NA;NA;NA;NA;NA;NA;NA;39.0;40.0;69.0;55.0;52.0;50.0;53.0;44.0;57.0;42.0;NA;NA;37.0;NA;56.0;50.0;50.0;43.0;50.0;50.0;0.0;Graduated_3
11219590;68.0;55.0;61.0;NA;NA;76.0;NA;77.0;NA;NA;75.0;57.0;86.0;NA;NA;NA;NA;NA;NA;NA;56.0;74.0;NA;NA;NA;50.0;NA;NA;70.0;NA;60.0;56.0;53.0;NA;77.0;71.0;70.0;66.0;59.0;63.0;63.0;Graduated_1
11220075;43.0;50.0;NA;66.0;NA;NA;75.0;NA;NA;51.0;NA;73.0;99.0;59.0;58.0;78.0;65.0;62.0;80.0;79.0;73.0;59.0;NA;NA;NA;53.0;NA;NA;NA;37.0;NA;NA;61.0;NA;54.0;60.0;62.0;68.0;58.0;50.0;71.0;Graduated_2
11220415;50.0;NA;37.0;50.0;NA;67.0;NA;61.0;NA;NA;73.0;50.0;86.0;NA;NA;NA;NA;NA;NA;NA;58.0;NA;NA;NA;60.0;NA;NA;NA;39.0;NA;80.0;67.0;53.0;50.0;50.0;56.0;50.0;42.0;50.0;53.0;51.0;Graduated_1
11220725;82.0;NA;86.0;NA;NA;82.0;NA;83.0;NA;NA;88.0;80.0;99.0;NA;NA;NA;NA;NA;NA;NA;80.0;NA;NA;NA;93.0;NA;NA;NA;75.0;NA;85.0;69.0;82.0;83.0;92.0;90.0;88.0;90.0;86.0;92.0;88.0;Graduated_0
11220733;50.0;39.0;NA;51.0;NA;75.0;58.0;NA;NA;58.0;NA;56.0;86.0;NA;NA;NA;NA;NA;NA;NA;69.0;68.0;NA;NA;NA;51.0;NA;NA;53.0;NA;61.0;50.0;51.0;NA;75.0;69.0;65.0;40.0;70.0;43.0;61.0;Graduated_1
11221292;50.0;55.0;58.0;NA;NA;84.0;NA;50.0;0.0;60.0;NA;NA;99.0;NA;NA;NA;NA;NA;NA;NA;51.0;71.0;NA;NA;74.0;NA;NA;NA;NA;NA;75.0;65.0;NA;0.0;50.0;75.0;63.0;44.0;51.0;50.0;54.0;Graduated_1
11221349;63.0;50.0;50.0;NA;NA;75.0;NA;70.0;NA;NA;61.0;51.0;89.0;NA;NA;NA;NA;NA;NA;NA;54.0;67.0;NA;NA;NA;36.0;NA;NA;48.0;NA;75.0;84.0;52.0;NA;61.0;63.0;51.0;50.0;40.0;36.0;51.0;Graduated_3
11222213;52.0;NA;45.0;NA;NA;79.0;NA;57.0;NA;NA;56.0;64.0;96.0;NA;NA;NA;NA;NA;NA;NA;50.0;NA;NA;NA;56.0;NA;NA;NA;50.0;NA;57.0;67.0;37.0;62.0;60.0;69.0;51.0;52.0;62.0;63.0;54.0;Graduated_1
11224895;37.0;63.0;NA;79.0;NA;NA;76.0;NA;59.0;66.0;NA;63.0;84.0;50.0;72.0;56.0;73.0;54.0;83.0;77.0;50.0;50.0;63.0;39.0;60.0;59.0;36.0;53.0;NA;35.0;NA;NA;67.0;NA;75.0;86.0;84.0;70.0;75.0;75.0;66.0;Active (BEng)
11225352;44.0;59.0;NA;45.0;51.0;62.0;40.0;NA;72.0;57.0;NA;62.0;81.0;NA;NA;NA;NA;NA;NA;NA;52.0;66.0;81.0;56.0;57.0;53.0;53.0;66.0;NA;50.0;NA;NA;NA;NA;64.0;50.0;60.0;0.0;56.0;53.0;50.0;Graduated_2
11226413;39.0;35.0;50.0;NA;50.0;61.0;NA;55.0;NA;NA;60.0;56.0;91.0;NA;NA;NA;NA;NA;NA;NA;50.0;68.0;NA;NA;NA;60.0;NA;NA;50.0;NA;NA;NA;52.0;NA;56.0;57.0;58.0;50.0;50.0;50.0;42.0;Graduated_2
11226732;NA;NA;42.0;NA;75.0;72.0;NA;NA;NA;NA;51.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;50.0;NA;NA;NA;NA;NA;NA;NA;37.0;NA;58.0;42.0;NA;NA;40.0;NA;NA;NA;NA;NA;NA;Graduated (T)
11226847;36.0;51.0;41.0;NA;63.0;75.0;NA;75.0;NA;NA;59.0;58.0;72.0;NA;NA;NA;NA;NA;NA;NA;50.0;74.0;NA;NA;56.0;55.0;41.0;39.0;34.0;NA;NA;NA;44.0;50.0;65.0;73.0;60.0;53.0;50.0;40.0;50.0;Graduated_2
11227126;50.0;50.0;NA;67.0;NA;NA;73.0;NA;NA;76.0;NA;61.0;77.0;50.0;77.0;64.0;79.0;62.0;82.0;85.0;68.0;50.0;NA;NA;39.0;63.0;50.0;55.0;56.0;42.0;NA;NA;65.0;66.0;73.0;67.0;81.0;56.0;61.0;57.0;63.0;Graduated_2
11227592;66.0;56.0;43.0;NA;50.0;62.0;NA;64.0;NA;NA;57.0;54.0;73.0;NA;NA;NA;NA;NA;NA;NA;50.0;40.0;NA;NA;NA;33.0;51.0;57.0;37.0;NA;NA;NA;45.0;50.0;66.0;75.0;63.0;56.0;57.0;50.0;52.0;Graduated_2
11227712;57.0;57.0;63.0;NA;NA;NA;61.0;NA;NA;NA;55.0;64.0;82.0;65.0;61.0;66.0;63.0;68.0;57.0;72.0;66.0;72.0;NA;62.0;65.0;69.0;NA;72.0;NA;59.0;NA;NA;57.0;NA;50.0;60.0;50.0;60.0;64.0;60.0;63.0;Graduated_1
11227941;53.0;51.0;59.0;NA;73.0;70.0;NA;50.0;NA;64.0;NA;55.0;97.0;NA;NA;NA;NA;NA;NA;NA;50.0;68.0;NA;NA;59.0;48.0;41.0;NA;26.0;51.0;NA;NA;39.0;NA;67.0;54.0;50.0;0.0;50.0;40.0;51.0;Active (BEng)
11228492;61.0;63.0;56.0;NA;65.0;71.0;NA;88.0;NA;NA;73.0;50.0;95.0;NA;NA;NA;NA;NA;NA;NA;60.0;73.0;NA;NA;NA;80.0;NA;NA;51.0;NA;NA;NA;77.0;NA;66.0;72.0;61.0;50.0;75.0;60.0;59.0;Graduated_1
11228823;83.0;75.0;NA;86.0;NA;NA;92.0;NA;NA;86.0;NA;88.0;99.0;80.0;95.0;82.0;89.0;82.0;89.0;96.0;86.0;79.0;NA;NA;87.0;81.0;73.0;89.0;NA;75.0;NA;NA;86.0;82.0;82.0;93.0;79.0;87.0;93.0;91.0;83.0;Graduated_2
11229242;53.0;65.0;50.0;NA;71.0;67.0;NA;60.0;NA;NA;66.0;62.0;92.0;NA;NA;NA;NA;NA;NA;NA;57.0;69.0;NA;NA;54.0;57.0;79.0;66.0;53.0;NA;80.0;64.0;51.0;50.0;71.0;60.0;65.0;71.0;61.0;71.0;61.0;Graduated_1
11230763;NA;NA;30.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54.0;NA;NA;63.0;47.0;NA;60.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50.0;41.0;42.0;NA;NA;NA;NA;Graduated (T)
11231506;42.0;0.0;27.0;NA;72.0;63.0;50.0;NA;48.0;NA;52.0;50.0;81.0;NA;NA;NA;NA;NA;NA;NA;68.0;69.0;75.0;51.0;53.0;38.0;36.0;57.0;42.0;56.0;56.0;80.0;53.0;NA;23.0;55.0;40.0;32.0;30.0;39.0;45.0;Active (BEng)
11231913;56.0;53.0;71.0;NA;NA;80.0;NA;55.0;50.0;51.0;NA;NA;70.0;NA;NA;NA;NA;NA;NA;NA;33.0;78.0;NA;NA;60.0;NA;NA;NA;NA;NA;65.0;64.0;36.0;50.0;63.0;67.0;75.0;58.0;52.0;50.0;53.0;Graduated_2
11233169;50.0;53.0;NA;54.0;NA;NA;64.0;NA;NA;68.0;NA;62.0;87.0;50.0;69.0;55.0;63.0;50.0;63.0;77.0;54.0;49.0;NA;NA;NA;50.0;NA;NA;NA;0.0;NA;NA;42.0;NA;61.0;60.0;52.0;52.0;58.0;50.0;50.0;Active (BEng)
11236231;35.0;NA;31.0;50.0;NA;NA;50.0;NA;NA;NA;28.0;54.0;95.0;69.0;53.0;69.0;50.0;60.0;55.0;54.0;69.0;NA;NA;NA;0.0;NA;NA;NA;36.0;NA;NA;NA;43.0;50.0;46.0;40.0;40.0;21.0;46.0;40.0;47.0;Graduated_3
11236290;40.0;NA;50.0;NA;NA;NA;50.0;NA;NA;NA;52.0;65.0;84.0;64.0;45.0;62.0;72.0;65.0;66.0;56.0;62.0;NA;NA;NA;52.0;NA;NA;NA;NA;44.0;NA;NA;50.0;36.0;50.0;50.0;0.0;52.0;34.0;29.0;55.0;Active (BEng)
11236427;NA;NA;18.0;NA;NA;68.0;NA;39.0;NA;42.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;50.0;81.0;NA;NA;36.0;50.0;NA;NA;NA;NA;NA;Graduated (T)
11237318;43.0;61.0;NA;57.0;NA;NA;67.0;NA;NA;53.0;NA;53.0;86.0;58.0;68.0;65.0;62.0;67.0;66.0;64.0;54.0;50.0;NA;NA;NA;51.0;NA;NA;50.0;NA;NA;NA;37.0;NA;37.0;56.0;55.0;50.0;50.0;50.0;53.0;Graduated_2
11237806;46.0;62.0;51.0;33.0;NA;NA;50.0;NA;39.0;50.0;NA;58.0;65.0;53.0;50.0;62.0;56.0;50.0;56.0;60.0;59.0;64.0;76.0;50.0;40.0;62.0;50.0;53.0;NA;50.0;NA;NA;52.0;NA;41.0;37.0;50.0;41.0;40.0;0.0;50.0;Active (BEng)
11238454;61.0;50.0;NA;53.0;NA;NA;85.0;NA;NA;50.0;NA;70.0;98.0;55.0;75.0;57.0;58.0;58.0;69.0;59.0;78.0;67.0;NA;NA;NA;64.0;NA;NA;NA;53.0;NA;NA;64.0;NA;61.0;68.0;62.0;70.0;68.0;77.0;64.0;Graduated_1
11238471;50.0;41.0;56.0;NA;72.0;69.0;NA;59.0;50.0;NA;58.0;63.0;87.0;NA;NA;NA;NA;NA;NA;NA;54.0;63.0;NA;NA;46.0;36.0;57.0;NA;50.0;NA;62.0;64.0;34.0;NA;60.0;52.0;55.0;40.0;50.0;53.0;50.0;Graduated_1
11238993;54.0;NA;32.0;0.0;NA;NA;44.0;NA;NA;NA;50.0;66.0;87.0;58.0;60.0;61.0;60.0;68.0;50.0;67.0;54.0;NA;NA;NA;58.0;NA;NA;NA;NA;37.0;NA;NA;45.0;39.0;46.0;50.0;36.0;32.0;50.0;50.0;50.0;Graduated_3
11239604;76.0;75.0;NA;71.0;NA;82.0;59.0;NA;72.0;75.0;NA;65.0;89.0;NA;NA;NA;NA;NA;NA;NA;75.0;72.0;88.0;72.0;69.0;73.0;66.0;73.0;NA;59.0;84.0;57.0;52.0;NA;69.0;73.0;54.0;78.0;55.0;76.0;72.0;Graduated_0
11240246;32.0;NA;40.0;NA;57.0;77.0;NA;51.0;32.0;57.0;NA;NA;84.0;NA;NA;NA;NA;NA;NA;NA;34.0;NA;NA;NA;38.0;NA;NA;NA;NA;40.0;50.0;NA;53.0;0.0;60.0;57.0;50.0;30.0;42.0;40.0;40.0;Active (Other)
11241510;NA;NA;38.0;NA;65.0;72.0;NA;38.0;NA;NA;34.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;38.0;NA;NA;NA;NA;NA;NA;NA;50.0;NA;NA;NA;NA;NA;50.0;52.0;47.0;NA;NA;NA;NA;Graduated (T)
11242974;50.0;53.0;50.0;NA;50.0;64.0;NA;61.0;48.0;50.0;NA;NA;93.0;NA;NA;NA;NA;NA;NA;NA;33.0;66.0;NA;NA;36.0;NA;NA;NA;NA;NA;50.0;67.0;42.0;35.0;54.0;56.0;53.0;52.0;37.0;55.0;40.0;Active (BEng)
11243393;43.0;NA;43.0;71.0;NA;86.0;NA;52.0;NA;NA;69.0;75.0;79.0;NA;NA;NA;NA;NA;NA;NA;50.0;NA;NA;NA;57.0;NA;NA;NA;45.0;NA;76.0;68.0;NA;35.0;59.0;53.0;0.0;50.0;50.0;50.0;54.0;Graduated_3
11243962;55.0;71.0;50.0;NA;77.0;78.0;NA;53.0;41.0;62.0;NA;67.0;98.0;NA;NA;NA;NA;NA;NA;NA;68.0;69.0;NA;55.0;66.0;50.0;NA;71.0;NA;44.0;65.0;61.0;NA;NA;40.0;54.0;50.0;64.0;58.0;33.0;54.0;Graduated_1
11244314;64.0;76.0;66.0;NA;NA;82.0;NA;72.0;71.0;64.0;NA;NA;94.0;NA;NA;NA;NA;NA;NA;NA;75.0;75.0;NA;NA;91.0;NA;NA;NA;NA;NA;70.0;81.0;53.0;55.0;71.0;77.0;62.0;75.0;72.0;67.0;67.0;Graduated_0
11244985;50.0;NA;50.0;NA;NA;NA;51.0;NA;NA;NA;58.0;58.0;93.0;50.0;56.0;61.0;64.0;50.0;68.0;75.0;64.0;NA;NA;NA;37.0;NA;NA;NA;NA;51.0;NA;NA;42.0;40.0;43.0;70.0;50.0;39.0;46.0;53.0;57.0;Active (BEng)
11245001;52.0;NA;38.0;71.0;NA;72.0;NA;59.0;NA;NA;58.0;75.0;79.0;NA;NA;NA;NA;NA;NA;NA;50.0;NA;NA;NA;64.0;NA;NA;NA;42.0;56.0;76.0;66.0;NA;58.0;50.0;52.0;50.0;71.0;59.0;54.0;73.0;Graduated_1
11245752;NA;NA;35.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50.0;NA;NA;51.0;32.0;NA;43.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51.0;0.0;0.0;NA;NA;NA;NA;Graduated (T)
11246309;36.0;55.0;50.0;NA;NA;NA;50.0;NA;41.0;NA;61.0;54.0;86.0;51.0;62.0;55.0;55.0;50.0;62.0;69.0;64.0;61.0;52.0;50.0;50.0;41.0;51.0;42.0;50.0;0.0;NA;NA;57.0;NA;51.0;62.0;50.0;45.0;43.0;52.0;50.0;Graduated_2
11246627;50.0;54.0;NA;56.0;76.0;75.0;38.0;41.0;NA;42.0;53.0;67.0;85.0;NA;NA;NA;NA;NA;NA;NA;32.0;69.0;NA;50.0;30.0;54.0;NA;45.0;43.0;54.0;44.0;NA;55.0;NA;59.0;67.0;50.0;37.0;40.0;40.0;50.0;Graduated_3
11246686;61.0;50.0;57.0;NA;70.0;58.0;NA;69.0;NA;NA;60.0;58.0;92.0;NA;NA;NA;NA;NA;NA;NA;73.0;70.0;NA;NA;54.0;65.0;79.0;63.0;60.0;NA;78.0;78.0;62.0;69.0;80.0;75.0;69.0;75.0;68.0;75.0;70.0;Graduated_0
11247127;54.0;NA;50.0;NA;75.0;68.0;NA;57.0;NA;NA;66.0;51.0;96.0;NA;NA;NA;NA;NA;NA;NA;60.0;NA;NA;NA;50.0;NA;NA;NA;34.0;NA;NA;NA;43.0;70.0;56.0;57.0;50.0;62.0;56.0;55.0;50.0;Graduated_2
11247810;50.0;50.0;NA;51.0;NA;69.0;50.0;NA;NA;50.0;NA;60.0;95.0;NA;NA;NA;NA;NA;NA;NA;50.0;67.0;NA;42.0;55.0;53.0;NA;54.0;50.0;0.0;72.0;70.0;0.0;NA;60.0;56.0;50.0;40.0;54.0;46.0;50.0;Graduated_1
11248892;55.0;NA;50.0;NA;NA;76.0;NA;54.0;NA;NA;51.0;59.0;84.0;NA;NA;NA;NA;NA;NA;NA;60.0;NA;NA;NA;57.0;NA;NA;NA;43.0;NA;76.0;65.0;32.0;50.0;62.0;57.0;40.0;50.0;58.0;60.0;50.0;Graduated_1
11252317;50.0;55.0;54.0;NA;NA;50.0;59.0;41.0;0.0;NA;61.0;58.0;75.0;NA;NA;NA;NA;NA;NA;NA;50.0;66.0;NA;NA;NA;33.0;NA;NA;53.0;NA;58.0;67.0;50.0;NA;76.0;50.0;50.0;53.0;0.0;53.0;55.0;Graduated_3
11256304;61.0;56.0;52.0;NA;NA;77.0;NA;40.0;NA;NA;57.0;58.0;88.0;NA;NA;NA;NA;NA;NA;NA;70.0;72.0;NA;NA;50.0;54.0;62.0;59.0;42.0;NA;60.0;67.0;32.0;54.0;67.0;75.0;58.0;50.0;50.0;52.0;51.0;Graduated_0
11257289;51.0;55.0;NA;51.0;NA;71.0;55.0;NA;54.0;64.0;NA;55.0;75.0;NA;NA;NA;NA;NA;NA;NA;69.0;63.0;70.0;55.0;75.0;61.0;50.0;50.0;NA;0.0;63.0;70.0;34.0;NA;55.0;37.0;31.0;36.0;47.0;51.0;50.0;Graduated_1
11257297;NA;NA;0.0;NA;NA;NA;NA;NA;NA;NA;0.0;NA;NA;37.0;NA;NA;48.0;NA;NA;28.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;46.0;0.0;34.0;NA;NA;NA;NA;Graduated (T)
11259044;68.0;73.0;75.0;NA;NA;NA;84.0;NA;73.0;NA;73.0;NA;99.0;61.0;79.0;66.0;78.0;71.0;82.0;88.0;65.0;74.0;NA;NA;65.0;NA;NA;NA;NA;NA;NA;NA;85.0;71.0;85.0;88.0;82.0;85.0;88.0;89.0;65.0;Graduated_1
11262193;52.0;NA;38.0;NA;63.0;82.0;NA;77.0;NA;NA;70.0;50.0;93.0;NA;NA;NA;NA;NA;NA;NA;55.0;NA;NA;NA;61.0;NA;NA;NA;36.0;NA;NA;NA;42.0;56.0;50.0;66.0;55.0;68.0;57.0;56.0;63.0;Graduated_3
